shipment_id,order_date,promised_delivery_date,delivery_date,warehouse,region,carrier,product_category,quantity,inventory_on_hand,shipping_cost,delivery_status
SHP100486,2024-11-20,2024-11-23,2024-12-04,Toronto WH,Quebec,Canada Post,Medical Supplies,156,4044,142.5,Late
SHP100487,2024-04-09,2024-04-15,2024-04-14,Montreal WH,British Columbia,UPS,Home Goods,199,1839,91.69,On Time
SHP100488,2024-10-16,2024-10-24,2024-10-19,Montreal WH,Quebec,Canada Post,Electronics,138,1186,53.57,On Time
SHP100489,2024-06-28,2024-07-06,2024-07-12,Vancouver WH,Alberta,Canada Post,Home Goods,115,4533,275.22,Late
SHP100490,2024-08-10,2024-08-17,2024-08-23,Vancouver WH,British Columbia,DHL,Home Goods,57,3414,299.43,Late
SHP100491,2024-09-06,2024-09-09,2024-09-13,Toronto WH,British Columbia,Canada Post,Medical Supplies,66,3536,70.57,Late
SHP100492,2024-05-26,2024-05-30,2024-06-09,Montreal WH,Ontario,FedEx,Apparel,90,1773,30.76,Late
SHP100493,2024-04-05,2024-04-14,2024-04-17,Calgary WH,British Columbia,Canada Post,Medical Supplies,50,2063,97.02,Late
SHP100494,2024-09-13,2024-09-22,2024-09-16,Vancouver WH,British Columbia,UPS,Electronics,14,1844,253.76,On Time
SHP100495,2024-11-20,2024-11-28,2024-12-03,Calgary WH,Ontario,DHL,Medical Supplies,16,4963,102.29,Late
SHP100496,2024-01-04,2024-01-11,2024-01-12,Toronto WH,Ontario,Canada Post,Medical Supplies,182,2558,35.93,Late
SHP100497,2024-01-16,2024-01-23,2024-01-20,Vancouver WH,Alberta,UPS,Home Goods,171,1262,34.7,On Time
SHP100498,2024-10-06,2024-10-12,2024-10-10,Vancouver WH,British Columbia,FedEx,Medical Supplies,42,3291,139.68,On Time
SHP100499,2024-12-01,2024-12-06,2024-12-07,Montreal WH,Alberta,Canada Post,Electronics,110,1018,280.91,Late
SHP100500,2024-09-03,2024-09-08,2024-09-07,Toronto WH,Alberta,DHL,Apparel,22,1789,100.06,On Time
SHP100501,2024-09-14,2024-09-22,2024-09-17,Montreal WH,Ontario,Canada Post,Medical Supplies,68,3524,139.6,On Time
SHP100502,2024-06-08,2024-06-17,2024-06-19,Vancouver WH,Quebec,UPS,Medical Supplies,19,3504,48.54,Late
SHP100503,2024-12-05,2024-12-11,2024-12-15,Toronto WH,Alberta,DHL,Apparel,66,806,158.2,Late
SHP100504,2024-05-31,2024-06-06,2024-06-03,Vancouver WH,Quebec,Canada Post,Electronics,167,2666,215.03,On Time
SHP100505,2024-06-26,2024-07-02,2024-07-08,Toronto WH,British Columbia,FedEx,Electronics,73,404,95.92,Late
SHP100506,2024-06-11,2024-06-19,2024-06-14,Vancouver WH,Ontario,DHL,Medical Supplies,147,593,103.08,On Time
SHP100507,2024-02-02,2024-02-07,2024-02-16,Calgary WH,British Columbia,FedEx,Home Goods,144,3949,255.75,Late
SHP100508,2024-06-27,2024-07-06,2024-07-06,Calgary WH,British Columbia,UPS,Medical Supplies,54,4107,22.9,On Time
SHP100509,2024-04-10,2024-04-16,2024-04-20,Montreal WH,Ontario,Canada Post,Apparel,153,3280,198.21,Late
SHP100510,2024-09-24,2024-10-03,2024-10-02,Calgary WH,British Columbia,FedEx,Apparel,112,2212,130.29,On Time
SHP100511,2024-11-18,2024-11-21,2024-11-22,Vancouver WH,Ontario,UPS,Apparel,18,1542,103.55,Late
SHP100512,2024-03-05,2024-03-12,2024-03-15,Vancouver WH,Quebec,Canada Post,Medical Supplies,151,613,204.13,Late
SHP100513,2024-06-16,2024-06-23,2024-06-20,Calgary WH,British Columbia,UPS,Medical Supplies,117,868,253.71,On Time
SHP100514,2024-11-25,2024-12-04,2024-12-01,Montreal WH,Ontario,FedEx,Electronics,85,811,176.35,On Time
SHP100515,2024-02-12,2024-02-16,2024-02-22,Calgary WH,Alberta,UPS,Home Goods,139,1822,28.71,Late
SHP100516,2024-02-13,2024-02-17,2024-02-26,Toronto WH,British Columbia,DHL,Medical Supplies,39,4862,149.19,Late
SHP100517,2024-10-11,2024-10-19,2024-10-15,Toronto WH,Quebec,Canada Post,Electronics,105,4177,149.57,On Time
SHP100518,2024-01-12,2024-01-20,2024-01-20,Toronto WH,Ontario,UPS,Medical Supplies,68,1744,172.26,On Time
SHP100519,2024-04-04,2024-04-11,2024-04-17,Calgary WH,British Columbia,FedEx,Electronics,25,2256,207.87,Late
SHP100520,2024-10-28,2024-10-31,2024-10-30,Calgary WH,British Columbia,Canada Post,Electronics,191,4042,25.41,On Time
SHP100521,2024-09-09,2024-09-14,2024-09-14,Calgary WH,British Columbia,DHL,Home Goods,158,3667,160.56,On Time
SHP100522,2024-08-29,2024-09-03,2024-09-03,Toronto WH,Quebec,Canada Post,Medical Supplies,173,521,184.73,On Time
SHP100523,2024-02-04,2024-02-12,2024-02-12,Montreal WH,Ontario,DHL,Electronics,123,1525,116.14,On Time
SHP100524,2024-08-02,2024-08-05,2024-08-11,Vancouver WH,Alberta,Canada Post,Apparel,121,1469,207.14,Late
SHP100525,2024-12-02,2024-12-10,2024-12-04,Calgary WH,Alberta,UPS,Apparel,61,2675,83.89,On Time
SHP100526,2024-03-30,2024-04-04,2024-04-05,Montreal WH,Alberta,UPS,Apparel,100,1513,108.86,Late
SHP100527,2024-09-20,2024-09-29,2024-09-28,Vancouver WH,Ontario,FedEx,Home Goods,51,4876,289.57,On Time
SHP100528,2024-04-02,2024-04-10,2024-04-15,Vancouver WH,Alberta,DHL,Electronics,98,1451,117.46,Late
SHP100529,2024-03-30,2024-04-05,2024-04-04,Vancouver WH,Quebec,FedEx,Home Goods,137,4654,117.02,On Time
SHP100530,2024-04-24,2024-05-03,2024-05-08,Montreal WH,Ontario,UPS,Medical Supplies,2,3430,186.79,Late
SHP100531,2024-04-14,2024-04-22,2024-04-19,Montreal WH,British Columbia,DHL,Medical Supplies,5,3007,291.87,On Time
SHP100532,2024-07-14,2024-07-21,2024-07-19,Toronto WH,Quebec,FedEx,Electronics,190,3124,295.26,On Time
SHP100533,2024-11-09,2024-11-17,2024-11-22,Montreal WH,British Columbia,FedEx,Apparel,197,1753,182.3,Late
SHP100534,2024-04-23,2024-04-30,2024-04-30,Montreal WH,Alberta,FedEx,Electronics,180,4955,20.3,On Time
SHP100535,2024-03-15,2024-03-18,2024-03-23,Montreal WH,Quebec,FedEx,Electronics,86,1612,272.18,Late
SHP100536,2024-08-04,2024-08-09,2024-08-07,Vancouver WH,Ontario,FedEx,Electronics,133,3275,179.67,On Time
SHP100537,2024-10-03,2024-10-12,2024-10-09,Calgary WH,Quebec,DHL,Home Goods,187,555,122.48,On Time
SHP100538,2024-09-05,2024-09-14,2024-09-10,Toronto WH,British Columbia,FedEx,Medical Supplies,68,4251,252.17,On Time
SHP100539,2024-06-12,2024-06-16,2024-06-26,Calgary WH,Ontario,DHL,Electronics,9,2049,131.95,Late
SHP100540,2024-12-22,2024-12-26,2024-12-26,Calgary WH,Quebec,FedEx,Electronics,93,824,29.53,On Time
SHP100541,2024-07-10,2024-07-15,2024-07-18,Montreal WH,Quebec,UPS,Electronics,150,2849,249.9,Late
SHP100542,2024-08-14,2024-08-18,2024-08-26,Toronto WH,Quebec,UPS,Home Goods,155,3030,172.84,Late
SHP100543,2024-06-25,2024-07-04,2024-07-08,Calgary WH,Quebec,FedEx,Home Goods,138,1081,114.68,Late
SHP100544,2024-04-08,2024-04-16,2024-04-15,Calgary WH,Ontario,Canada Post,Home Goods,125,3325,90.25,On Time
SHP100545,2024-02-05,2024-02-08,2024-02-13,Toronto WH,British Columbia,UPS,Electronics,61,492,186.26,Late
SHP100546,2024-04-05,2024-04-08,2024-04-11,Montreal WH,Quebec,DHL,Apparel,51,4764,78.25,Late
SHP100547,2024-05-31,2024-06-05,2024-06-14,Calgary WH,Ontario,FedEx,Apparel,10,74,110.68,Late
SHP100548,2024-05-30,2024-06-03,2024-06-06,Vancouver WH,British Columbia,DHL,Apparel,134,2991,198.23,Late
SHP100549,2024-07-08,2024-07-16,2024-07-14,Calgary WH,Quebec,Canada Post,Medical Supplies,62,3360,266.83,On Time
SHP100550,2024-08-11,2024-08-14,2024-08-19,Vancouver WH,British Columbia,FedEx,Electronics,113,370,169.21,Late
SHP100551,2024-02-06,2024-02-09,2024-02-09,Montreal WH,British Columbia,UPS,Apparel,133,4682,232.55,On Time
SHP100552,2024-09-24,2024-09-30,2024-10-06,Calgary WH,Ontario,DHL,Apparel,122,328,233.66,Late
SHP100553,2024-07-01,2024-07-07,2024-07-07,Toronto WH,British Columbia,UPS,Apparel,198,4685,206.02,On Time
SHP100554,2024-01-13,2024-01-22,2024-01-20,Toronto WH,Ontario,UPS,Electronics,191,1790,88.83,On Time
SHP100555,2024-10-05,2024-10-08,2024-10-12,Calgary WH,Quebec,FedEx,Apparel,123,776,262.7,Late
SHP100556,2024-08-04,2024-08-09,2024-08-10,Montreal WH,British Columbia,DHL,Apparel,184,2022,142.16,Late
SHP100557,2024-12-20,2024-12-27,2024-12-31,Montreal WH,British Columbia,Canada Post,Electronics,187,4674,32.38,Late
SHP100558,2024-12-26,2025-01-02,2025-01-03,Toronto WH,Alberta,UPS,Medical Supplies,63,4316,88.49,Late
SHP100559,2024-10-12,2024-10-20,2024-10-23,Calgary WH,Quebec,FedEx,Home Goods,111,1187,234.35,Late
SHP100560,2024-09-29,2024-10-02,2024-10-08,Montreal WH,Quebec,FedEx,Apparel,89,1503,39.36,Late
SHP100561,2024-03-02,2024-03-05,2024-03-10,Toronto WH,Alberta,Canada Post,Home Goods,187,3291,61.26,Late
SHP100562,2024-03-24,2024-04-02,2024-03-30,Vancouver WH,Alberta,FedEx,Medical Supplies,51,3325,214.38,On Time
SHP100563,2024-08-04,2024-08-07,2024-08-06,Calgary WH,Ontario,UPS,Medical Supplies,178,187,269.93,On Time
SHP100564,2024-12-07,2024-12-12,2024-12-21,Vancouver WH,Ontario,FedEx,Apparel,132,1214,197.44,Late
SHP100565,2024-07-05,2024-07-11,2024-07-11,Vancouver WH,British Columbia,DHL,Electronics,104,3286,82.24,On Time
SHP100566,2024-01-19,2024-01-22,2024-01-30,Montreal WH,British Columbia,DHL,Medical Supplies,123,3446,34.96,Late
SHP100567,2024-06-25,2024-06-28,2024-06-28,Montreal WH,British Columbia,UPS,Home Goods,48,1109,192.24,On Time
SHP100568,2024-04-09,2024-04-18,2024-04-23,Montreal WH,British Columbia,DHL,Home Goods,32,2521,33.27,Late
SHP100569,2024-08-20,2024-08-24,2024-08-26,Calgary WH,Ontario,Canada Post,Home Goods,120,4939,191.56,Late
SHP100570,2024-03-16,2024-03-25,2024-03-22,Vancouver WH,Quebec,FedEx,Home Goods,179,3879,83.16,On Time
SHP100571,2024-09-21,2024-09-30,2024-09-24,Calgary WH,British Columbia,UPS,Medical Supplies,180,530,273.3,On Time
SHP100572,2024-10-10,2024-10-15,2024-10-16,Montreal WH,Quebec,Canada Post,Apparel,99,1070,153.03,Late
SHP100573,2024-07-24,2024-08-01,2024-08-07,Vancouver WH,British Columbia,FedEx,Apparel,74,3136,82.7,Late
SHP100574,2024-08-10,2024-08-13,2024-08-15,Calgary WH,Alberta,Canada Post,Home Goods,34,962,258.88,Late
SHP100575,2024-02-21,2024-03-01,2024-02-23,Calgary WH,British Columbia,UPS,Apparel,164,1405,91.13,On Time
SHP100576,2024-12-04,2024-12-13,2024-12-08,Toronto WH,British Columbia,UPS,Home Goods,70,3137,105.85,On Time
SHP100577,2024-05-23,2024-05-27,2024-05-25,Calgary WH,British Columbia,Canada Post,Home Goods,171,516,253.6,On Time
SHP100578,2024-03-09,2024-03-18,2024-03-22,Montreal WH,Ontario,FedEx,Electronics,110,3164,106.46,Late
SHP100579,2024-04-08,2024-04-15,2024-04-20,Calgary WH,Alberta,DHL,Medical Supplies,16,1491,134.85,Late
SHP100580,2024-01-25,2024-02-02,2024-01-31,Vancouver WH,British Columbia,DHL,Medical Supplies,59,3689,117.35,On Time
SHP100581,2024-02-22,2024-02-25,2024-02-27,Calgary WH,British Columbia,Canada Post,Home Goods,181,4228,52.59,Late
SHP100582,2024-05-30,2024-06-02,2024-06-07,Toronto WH,Quebec,UPS,Medical Supplies,19,4409,30.89,Late
SHP100583,2024-05-23,2024-05-27,2024-05-29,Vancouver WH,Alberta,FedEx,Apparel,95,590,222.87,Late
SHP100584,2024-02-26,2024-03-02,2024-03-08,Vancouver WH,British Columbia,FedEx,Home Goods,113,1543,200.64,Late
SHP100585,2024-02-08,2024-02-11,2024-02-13,Toronto WH,Quebec,UPS,Electronics,41,3056,99.06,Late
SHP100586,2024-04-18,2024-04-25,2024-04-21,Montreal WH,Quebec,DHL,Apparel,81,2206,102.77,On Time
SHP100587,2024-06-29,2024-07-02,2024-07-04,Vancouver WH,Ontario,FedEx,Electronics,175,3339,284.6,Late
SHP100588,2024-02-11,2024-02-18,2024-02-24,Montreal WH,Quebec,Canada Post,Electronics,103,2708,296.55,Late
SHP100589,2024-07-04,2024-07-12,2024-07-07,Vancouver WH,British Columbia,DHL,Medical Supplies,54,4029,152.56,On Time
SHP100590,2024-08-10,2024-08-18,2024-08-19,Vancouver WH,Ontario,Canada Post,Medical Supplies,183,747,244.69,Late
SHP100591,2024-05-01,2024-05-07,2024-05-05,Montreal WH,Ontario,DHL,Home Goods,95,800,226.27,On Time
SHP100592,2024-05-12,2024-05-18,2024-05-22,Vancouver WH,British Columbia,UPS,Medical Supplies,147,1497,103.25,Late
SHP100593,2024-06-11,2024-06-18,2024-06-25,Montreal WH,Alberta,Canada Post,Electronics,62,1379,36.4,Late
SHP100594,2024-08-02,2024-08-07,2024-08-07,Toronto WH,Quebec,Canada Post,Electronics,99,679,59.92,On Time
SHP100595,2024-08-08,2024-08-11,2024-08-22,Montreal WH,Ontario,UPS,Apparel,93,3770,254.72,Late
SHP100596,2024-08-22,2024-08-31,2024-08-29,Toronto WH,Alberta,Canada Post,Electronics,187,3342,224.74,On Time
SHP100597,2024-11-26,2024-11-29,2024-12-07,Vancouver WH,British Columbia,DHL,Home Goods,65,896,206.01,Late
SHP100598,2024-05-25,2024-05-31,2024-05-31,Montreal WH,Quebec,FedEx,Home Goods,68,1546,56.58,On Time
SHP100599,2024-08-26,2024-09-04,2024-09-06,Vancouver WH,Quebec,FedEx,Medical Supplies,28,3126,199.18,Late
SHP100600,2024-03-16,2024-03-23,2024-03-30,Montreal WH,Ontario,UPS,Medical Supplies,18,683,236.2,Late
SHP100601,2024-01-09,2024-01-18,2024-01-11,Toronto WH,Quebec,DHL,Medical Supplies,26,1295,260.97,On Time
SHP100602,2024-03-14,2024-03-17,2024-03-24,Toronto WH,Quebec,Canada Post,Home Goods,104,1385,23.7,Late
SHP100603,2024-09-09,2024-09-12,2024-09-11,Montreal WH,Quebec,Canada Post,Electronics,147,942,211.65,On Time
SHP100604,2024-08-17,2024-08-22,2024-08-26,Toronto WH,Quebec,FedEx,Medical Supplies,55,3280,25.35,Late
SHP100605,2024-01-07,2024-01-11,2024-01-17,Vancouver WH,British Columbia,Canada Post,Apparel,119,1033,217.92,Late
SHP100606,2024-06-22,2024-07-01,2024-07-02,Vancouver WH,Alberta,FedEx,Medical Supplies,124,2786,197.97,Late
SHP100607,2024-05-20,2024-05-26,2024-05-22,Calgary WH,British Columbia,UPS,Home Goods,185,2233,61.54,On Time
SHP100608,2024-06-16,2024-06-22,2024-06-19,Toronto WH,British Columbia,Canada Post,Medical Supplies,134,3645,234.51,On Time
SHP100609,2024-06-18,2024-06-22,2024-07-01,Vancouver WH,Ontario,DHL,Electronics,129,1620,39.14,Late
SHP100610,2024-10-09,2024-10-12,2024-10-23,Montreal WH,Quebec,Canada Post,Medical Supplies,8,3535,251.39,Late
SHP100611,2024-05-01,2024-05-06,2024-05-03,Toronto WH,British Columbia,FedEx,Home Goods,51,3205,93.34,On Time
SHP100612,2024-07-12,2024-07-17,2024-07-23,Vancouver WH,Quebec,UPS,Home Goods,85,2882,212.88,Late
SHP100613,2024-01-05,2024-01-11,2024-01-08,Toronto WH,British Columbia,FedEx,Apparel,25,4904,278.63,On Time
SHP100614,2024-01-29,2024-02-03,2024-02-09,Montreal WH,British Columbia,Canada Post,Home Goods,175,170,115.15,Late
SHP100615,2024-06-13,2024-06-21,2024-06-26,Vancouver WH,Ontario,FedEx,Apparel,183,1553,160.81,Late
SHP100616,2024-12-04,2024-12-08,2024-12-13,Calgary WH,Alberta,FedEx,Electronics,192,3897,149.67,Late
SHP100617,2024-05-15,2024-05-18,2024-05-21,Calgary WH,Alberta,UPS,Home Goods,83,1595,64.13,Late
SHP100618,2024-12-30,2025-01-07,2025-01-12,Toronto WH,British Columbia,DHL,Medical Supplies,93,1623,185.29,Late
SHP100619,2024-11-16,2024-11-20,2024-11-28,Montreal WH,Ontario,Canada Post,Electronics,117,4122,228.04,Late
SHP100620,2024-12-07,2024-12-14,2024-12-15,Vancouver WH,Quebec,UPS,Medical Supplies,138,1091,276.72,Late
SHP100621,2024-05-24,2024-06-02,2024-05-27,Montreal WH,Quebec,DHL,Medical Supplies,56,2837,258.22,On Time
SHP100622,2024-11-22,2024-11-28,2024-12-01,Vancouver WH,British Columbia,FedEx,Medical Supplies,12,407,162.81,Late
SHP100623,2024-08-04,2024-08-09,2024-08-16,Toronto WH,Alberta,DHL,Electronics,161,4169,221.32,Late
SHP100624,2024-10-27,2024-11-03,2024-11-03,Vancouver WH,Ontario,FedEx,Electronics,120,679,244.22,On Time
SHP100625,2024-05-11,2024-05-16,2024-05-20,Montreal WH,Alberta,FedEx,Home Goods,71,4944,158.18,Late
SHP100626,2024-10-18,2024-10-26,2024-10-20,Montreal WH,Quebec,UPS,Medical Supplies,17,4965,52.32,On Time
SHP100627,2024-03-10,2024-03-13,2024-03-12,Toronto WH,Alberta,FedEx,Apparel,189,236,142.62,On Time
SHP100628,2024-09-08,2024-09-11,2024-09-21,Montreal WH,Quebec,UPS,Home Goods,122,2774,255.89,Late
SHP100629,2024-10-01,2024-10-04,2024-10-09,Vancouver WH,Ontario,DHL,Electronics,124,3437,187.06,Late
SHP100630,2024-12-29,2025-01-03,2025-01-07,Toronto WH,Ontario,DHL,Apparel,10,3357,222.85,Late
SHP100631,2024-06-30,2024-07-07,2024-07-14,Vancouver WH,British Columbia,FedEx,Electronics,31,2877,71.88,Late
SHP100632,2024-06-15,2024-06-18,2024-06-19,Montreal WH,British Columbia,UPS,Apparel,60,2423,290.01,Late
SHP100633,2024-03-31,2024-04-07,2024-04-06,Toronto WH,Alberta,FedEx,Home Goods,70,4714,133.14,On Time
SHP100634,2024-07-20,2024-07-25,2024-08-02,Vancouver WH,Ontario,UPS,Apparel,17,3147,203.02,Late
SHP100635,2024-12-11,2024-12-19,2024-12-13,Montreal WH,Ontario,UPS,Home Goods,50,1032,25.28,On Time
SHP100636,2024-01-19,2024-01-26,2024-01-27,Montreal WH,British Columbia,UPS,Electronics,37,2854,55.65,Late
SHP100637,2024-02-08,2024-02-16,2024-02-14,Calgary WH,Quebec,DHL,Apparel,190,2940,238.97,On Time
SHP100638,2024-05-05,2024-05-10,2024-05-14,Montreal WH,Alberta,UPS,Medical Supplies,118,3701,291.03,Late
SHP100639,2024-06-21,2024-06-26,2024-07-05,Vancouver WH,Alberta,DHL,Medical Supplies,157,4070,109.62,Late
SHP100640,2024-05-20,2024-05-26,2024-05-29,Toronto WH,British Columbia,UPS,Electronics,160,3132,30.41,Late
SHP100641,2024-08-29,2024-09-03,2024-09-08,Calgary WH,Ontario,DHL,Apparel,80,3460,121.04,Late
SHP100642,2024-08-07,2024-08-12,2024-08-15,Montreal WH,British Columbia,Canada Post,Medical Supplies,11,4942,24.89,Late
SHP100643,2024-05-05,2024-05-09,2024-05-17,Montreal WH,British Columbia,DHL,Home Goods,134,1923,73.86,Late
SHP100644,2024-02-27,2024-03-01,2024-02-29,Montreal WH,British Columbia,DHL,Apparel,123,633,230.69,On Time
SHP100645,2024-05-27,2024-06-02,2024-06-10,Vancouver WH,British Columbia,FedEx,Apparel,35,4103,282.38,Late
SHP100646,2024-11-12,2024-11-21,2024-11-16,Calgary WH,Quebec,UPS,Medical Supplies,33,1392,44.49,On Time
SHP100647,2024-12-26,2025-01-01,2025-01-04,Vancouver WH,Quebec,Canada Post,Home Goods,18,3446,176.21,Late
SHP100648,2024-01-01,2024-01-07,2024-01-05,Calgary WH,Ontario,FedEx,Home Goods,165,3098,91.09,On Time
SHP100649,2024-12-13,2024-12-22,2024-12-22,Toronto WH,British Columbia,UPS,Home Goods,13,4944,58.94,On Time
SHP100650,2024-07-08,2024-07-12,2024-07-10,Vancouver WH,Quebec,Canada Post,Apparel,90,61,81.31,On Time
SHP100651,2024-07-09,2024-07-17,2024-07-15,Vancouver WH,Ontario,Canada Post,Electronics,110,2469,181.77,On Time
SHP100652,2024-11-07,2024-11-12,2024-11-12,Toronto WH,British Columbia,Canada Post,Apparel,192,1817,38.24,On Time
SHP100653,2024-04-26,2024-04-29,2024-05-02,Calgary WH,Alberta,UPS,Apparel,1,632,141.58,Late
SHP100654,2024-05-13,2024-05-20,2024-05-22,Montreal WH,Quebec,Canada Post,Medical Supplies,63,4887,57.86,Late
SHP100655,2024-02-27,2024-03-07,2024-03-09,Toronto WH,Ontario,Canada Post,Electronics,34,2598,96.35,Late
SHP100656,2024-02-13,2024-02-21,2024-02-18,Montreal WH,Alberta,FedEx,Home Goods,103,3451,73.41,On Time
SHP100657,2024-06-21,2024-06-30,2024-07-03,Montreal WH,British Columbia,DHL,Medical Supplies,10,1300,267.23,Late
SHP100658,2024-06-08,2024-06-13,2024-06-13,Toronto WH,British Columbia,UPS,Apparel,128,2653,218.24,On Time
SHP100659,2024-06-21,2024-06-25,2024-06-25,Calgary WH,British Columbia,DHL,Electronics,7,1454,263.17,On Time
SHP100660,2024-11-12,2024-11-21,2024-11-20,Montreal WH,Quebec,FedEx,Home Goods,56,1138,127.37,On Time
SHP100661,2024-10-29,2024-11-03,2024-11-02,Toronto WH,Ontario,DHL,Home Goods,80,3192,107.76,On Time
SHP100662,2024-05-28,2024-06-02,2024-06-10,Vancouver WH,Alberta,Canada Post,Apparel,165,4620,126.56,Late
SHP100663,2024-03-20,2024-03-24,2024-03-24,Vancouver WH,Ontario,Canada Post,Home Goods,157,4994,25.19,On Time
SHP100664,2024-07-31,2024-08-06,2024-08-12,Vancouver WH,Quebec,UPS,Home Goods,12,2210,222.92,Late
SHP100665,2024-07-21,2024-07-27,2024-08-01,Toronto WH,Ontario,UPS,Electronics,145,4882,117.94,Late
SHP100666,2024-09-08,2024-09-11,2024-09-14,Vancouver WH,Quebec,UPS,Medical Supplies,48,3759,107.73,Late
SHP100667,2024-08-16,2024-08-19,2024-08-22,Montreal WH,British Columbia,FedEx,Electronics,26,3029,187.48,Late
SHP100668,2024-06-12,2024-06-18,2024-06-19,Vancouver WH,Alberta,UPS,Medical Supplies,112,1360,142.15,Late
SHP100669,2024-08-14,2024-08-22,2024-08-23,Vancouver WH,British Columbia,FedEx,Medical Supplies,122,2426,294.64,Late
SHP100670,2024-05-26,2024-06-02,2024-06-06,Montreal WH,Ontario,Canada Post,Medical Supplies,12,4268,119.75,Late
SHP100671,2024-01-20,2024-01-25,2024-01-27,Vancouver WH,British Columbia,DHL,Home Goods,149,63,191.89,Late
SHP100672,2024-02-16,2024-02-23,2024-02-29,Montreal WH,Alberta,Canada Post,Electronics,42,1345,107.26,Late
SHP100673,2024-08-20,2024-08-25,2024-08-22,Vancouver WH,British Columbia,Canada Post,Home Goods,61,974,297.37,On Time
SHP100674,2024-10-31,2024-11-06,2024-11-09,Montreal WH,Alberta,Canada Post,Apparel,58,4161,144.63,Late
SHP100675,2024-01-14,2024-01-17,2024-01-23,Vancouver WH,Alberta,UPS,Electronics,182,3628,197.56,Late
SHP100676,2024-05-22,2024-05-30,2024-06-01,Montreal WH,British Columbia,UPS,Medical Supplies,34,1622,55.48,Late
SHP100677,2024-01-01,2024-01-04,2024-01-11,Toronto WH,Quebec,UPS,Home Goods,7,457,225.25,Late
SHP100678,2024-02-23,2024-03-01,2024-02-26,Montreal WH,Ontario,DHL,Home Goods,109,3330,95.38,On Time
SHP100679,2024-09-15,2024-09-18,2024-09-18,Vancouver WH,Quebec,UPS,Electronics,35,1740,145.61,On Time
SHP100680,2024-05-23,2024-05-29,2024-05-27,Vancouver WH,Quebec,FedEx,Electronics,15,3026,267.28,On Time
SHP100681,2024-01-12,2024-01-20,2024-01-14,Calgary WH,British Columbia,Canada Post,Medical Supplies,193,1954,291.75,On Time
SHP100682,2024-11-25,2024-12-02,2024-11-30,Montreal WH,Ontario,DHL,Medical Supplies,25,279,138.88,On Time
SHP100683,2024-08-11,2024-08-19,2024-08-16,Toronto WH,Ontario,DHL,Apparel,59,2391,253.74,On Time
SHP100684,2024-09-28,2024-10-03,2024-10-08,Montreal WH,Quebec,DHL,Medical Supplies,79,1040,34.94,Late
SHP100685,2024-12-23,2024-12-26,2025-01-02,Montreal WH,British Columbia,DHL,Home Goods,86,961,257.32,Late
SHP100686,2024-06-04,2024-06-12,2024-06-14,Toronto WH,Ontario,DHL,Apparel,134,3845,196.26,Late
SHP100687,2024-01-08,2024-01-12,2024-01-19,Montreal WH,Quebec,FedEx,Apparel,180,1217,156.84,Late
SHP100688,2024-05-01,2024-05-04,2024-05-09,Toronto WH,Ontario,Canada Post,Apparel,88,3220,269.19,Late
SHP100689,2024-12-13,2024-12-18,2024-12-16,Toronto WH,British Columbia,DHL,Electronics,149,374,256.69,On Time
SHP100690,2024-06-12,2024-06-20,2024-06-23,Montreal WH,British Columbia,Canada Post,Medical Supplies,71,4130,103.14,Late
SHP100691,2024-03-30,2024-04-06,2024-04-05,Montreal WH,British Columbia,UPS,Apparel,121,1392,241.62,On Time
SHP100692,2024-05-15,2024-05-20,2024-05-20,Vancouver WH,Ontario,DHL,Electronics,93,2076,47.86,On Time
SHP100693,2024-07-04,2024-07-08,2024-07-17,Vancouver WH,Alberta,DHL,Electronics,96,774,250.37,Late
SHP100694,2024-11-11,2024-11-19,2024-11-23,Calgary WH,Ontario,Canada Post,Apparel,32,4316,209.13,Late
SHP100695,2024-06-26,2024-07-05,2024-07-05,Calgary WH,Alberta,DHL,Apparel,53,3424,44.6,On Time
SHP100696,2024-01-28,2024-02-06,2024-01-31,Montreal WH,British Columbia,DHL,Home Goods,59,2123,211.26,On Time
SHP100697,2024-08-07,2024-08-13,2024-08-14,Toronto WH,Quebec,DHL,Apparel,69,4589,182.55,Late
SHP100698,2024-12-22,2024-12-25,2025-01-05,Calgary WH,Alberta,FedEx,Home Goods,190,3593,186.47,Late
SHP100699,2024-02-10,2024-02-17,2024-02-16,Montreal WH,British Columbia,FedEx,Apparel,132,279,101.44,On Time
SHP100700,2024-08-15,2024-08-21,2024-08-28,Calgary WH,British Columbia,DHL,Apparel,86,4841,94.62,Late
SHP100701,2024-07-10,2024-07-18,2024-07-13,Toronto WH,Alberta,FedEx,Medical Supplies,18,2811,233.51,On Time
SHP100702,2024-05-24,2024-06-02,2024-06-05,Montreal WH,Quebec,UPS,Apparel,81,2342,91.91,Late
SHP100703,2024-07-19,2024-07-28,2024-07-30,Toronto WH,British Columbia,DHL,Apparel,114,1474,144.95,Late
SHP100704,2024-07-30,2024-08-08,2024-08-01,Montreal WH,Alberta,UPS,Home Goods,184,1857,214.54,On Time
SHP100705,2024-08-07,2024-08-15,2024-08-16,Calgary WH,Quebec,Canada Post,Home Goods,24,2889,42.29,Late
SHP100706,2024-08-27,2024-09-05,2024-08-30,Vancouver WH,Quebec,UPS,Medical Supplies,66,1059,186.47,On Time
SHP100707,2024-02-15,2024-02-20,2024-02-23,Calgary WH,British Columbia,Canada Post,Apparel,141,1922,185.03,Late
